Date,SKU,Ordered Quantity,Sold Quantity,Cost,Price
5/14/2015,Labels,5,4,7.4,11.84
5/14/2015,Envelopes,10,7,19.74,28.71
5/14/2015,Labels,5,4,16.49,24.42
5/14/2015,Art,1,1,1.89,2.7
5/14/2015,Binders,3,2,16.11,9.29
5/14/2015,Binders,5,3,2.77,1.63
5/16/2015,Accessories,4,4,55.99,63.99
5/17/2015,Binders,6,5,16.64,6.66
5/17/2015,Paper,5,3,3.05,4.7
5/23/2015,Envelopes,3,3,32.98,62.23
5/23/2015,Binders,7,7,4.57,2.74
5/23/2015,Appliances,7,4,27.02,30.45
5/25/2015,Appliances,16,13,58.55,65.06
5/25/2015,Furnishings,6,3,3.29,4.91
5/25/2015,Art,5,3,4.39,7.08
5/25/2015,Binders,2,2,33.91,63.98
5/26/2015,Paper,4,1,12.33,18.27
5/26/2015,Paper,5,4,24.98,38.43
5/26/2015,Envelopes,4,2,3.9,6.11
5/26/2015,Accessories,8,7,16.79,23.99
5/28/2015,Art,6,3,1.61,2.21
5/28/2015,Art,5,3,11.16,15.94
5/28/2015,Labels,6,5,1.41,2.61
5/28/2015,Phones,3,1,32.65,45.99
5/28/2015,Storage,5,3,124.93,178.47
5/28/2015,Binders,3,2,2.02,3.05
5/28/2015,Paper,10,7,3.37,6.48
5/29/2015,Paper,5,5,3.37,6.48
5/29/2015,Storage,3,3,133.34,180.19
5/29/2015,Binders,5,5,20.97,33.55
5/31/2015,Paper,9,7,4.59,8.34
5/31/2015,Paper,5,4,14.25,26.38
5/31/2015,Storage,8,6,9.98,13.48
5/31/2015,Furnishings,7,6,2.18,3.7
5/31/2015,Bookcases,10,7,180.88,200.98
5/31/2015,Labels,8,5,1.64,3.15
5/31/2015,Storage,5,2,130.86,161.55
6/1/2015,Binders,9,8,1.86,0.72
6/1/2015,Paper,11,10,2.9,4.22
6/4/2015,Labels,4,2,1.96,3.69
6/4/2015,Art,3,2,3.1,4.63
6/4/2015,Paper,7,4,4.03,7.61
6/4/2015,Furnishings,6,3,7.76,11.76
6/7/2015,Binders,5,5,0.98,1.5
6/9/2015,Binders,5,3,18.85,37.7
6/11/2015,Accessories,6,6,7.25,8.95
6/11/2015,Binders,8,7,2.8,5.18
6/11/2015,Art,3,2,20.27,28.15
6/11/2015,Paper,8,5,3.37,6.48
6/11/2015,Furnishings,2,2,9.19,14.58
6/11/2015,Chairs,7,5,261.31,224.78
6/11/2015,Phones,2,2,109.19,124.79
6/11/2015,Furnishings,4,3,13.79,16.22
6/11/2015,Art,5,2,26.59,30.38
6/11/2015,Binders,8,5,28.3,15.72
6/11/2015,Binders,2,2,3.45,1.88
6/11/2015,Storage,2,2,492.4,518.31
6/11/2015,Storage,6,4,135.67,140.95
6/12/2015,Paper,4,4,3.37,5.18
6/12/2015,Furnishings,2,2,19.48,21.65
6/12/2015,Storage,8,5,4.96,5.98
6/13/2015,Binders,4,3,7.63,12.21
6/13/2015,Art,8,6,2.97,4.13
6/13/2015,Binders,5,3,3.45,6.38
6/13/2015,Copiers,5,3,194.99,299.99
6/13/2015,Paper,5,5,3.37,6.48
6/13/2015,Binders,2,2,2.19,4.13
6/13/2015,Binders,4,2,8.21,14.92
6/13/2015,Accessories,4,2,26.51,33.99
6/14/2015,Furnishings,7,6,7.66,8.51
6/15/2015,Paper,2,2,3.29,4.78
6/15/2015,Storage,3,2,50.97,41.18
6/15/2015,Furnishings,8,6,66.86,60.78
6/15/2015,Furnishings,6,4,7.3,10.06
6/16/2015,Envelopes,5,2,2.02,3.1
6/16/2015,Envelopes,4,3,6.47,9.58
6/16/2015,Paper,3,3,5.78,9.07
6/16/2015,Chairs,4,2,111.37,98.69
6/18/2015,Paper,6,3,2.54,3.98
6/18/2015,Binders,7,7,1.12,0.65
6/18/2015,Binders,3,2,7.63,4.58
6/18/2015,Furnishings,8,5,10.93,15.07
6/18/2015,Art,2,2,18.45,25.99
6/19/2015,Furnishings,4,2,4.27,6.28
6/19/2015,Paper,4,1,3.37,6.48
6/19/2015,Envelopes,4,3,32.98,62.23
6/20/2015,Furnishings,9,6,26.19,42.94
6/20/2015,Phones,5,3,26.25,41.99
6/22/2015,Fasteners,6,4,0.66,1.24
6/22/2015,Tables,9,7,188.87,113.78
6/23/2015,Phones,6,4,44.72,50.39
6/25/2015,Paper,8,6,3.37,5.18
6/25/2015,Storage,4,2,47.93,39.13
6/25/2015,Furnishings,5,5,29.5,40.97
6/25/2015,Art,4,2,7.86,10.48
6/25/2015,Binders,3,3,20.34,29.58
6/25/2015,Storage,3,3,98.37,101.41
6/26/2015,Accessories,3,2,16.55,20.95
6/26/2015,Binders,7,4,18.71,35.99
6/26/2015,Storage,4,1,11.26,15.42
6/26/2015,Binders,9,8,2.74,5.38
6/26/2015,Chairs,6,3,84.34,110.98
6/29/2015,Furnishings,3,1,18.34,20.1
6/29/2015,Paper,7,4,3.43,6.24
7/2/2015,Appliances,4,4,29.51,8.2
7/2/2015,Chairs,5,2,207.13,204.21
7/2/2015,Chairs,9,6,79.15,63.69
7/2/2015,Storage,8,5,12.52,13.72
7/2/2015,Storage,5,3,128.84,145.17
7/2/2015,Paper,4,2,3.7,5.58
7/2/2015,Paper,3,3,2.64,3.98
7/2/2015,Paper,4,3,3.3,5.18
7/3/2015,Chairs,2,1,66.01,70.98
7/3/2015,Labels,3,3,50.14,98.31
7/3/2015,Furnishings,5,2,98.97,84.23
7/3/2015,Paper,2,2,2.14,3.36
7/3/2015,Furnishings,9,9,25.15,31.43
7/4/2015,Phones,6,4,203.49,274.99
7/4/2015,Art,5,3,3.66,5.16
7/5/2015,Furnishings,4,2,2.09,2.46
7/5/2015,Binders,8,5,2.6,1.45
7/5/2015,Binders,5,5,2.01,3.8
7/5/2015,Accessories,4,3,10.88,11.6
7/5/2015,Storage,4,3,13.8,12.99
7/6/2015,Furnishings,2,2,3.63,6.98
7/6/2015,Furnishings,4,3,30.64,51.94
7/6/2015,Phones,7,5,24.49,24.99
7/6/2015,Storage,7,5,89.04,120.33
7/6/2015,Bookcases,2,2,120.78,150.98
7/8/2015,Paper,7,5,2.9,4.22
7/9/2015,Paper,4,2,1.78,3.29
7/9/2015,Binders,5,3,21.31,40.98
7/9/2015,Art,4,3,1.44,1.72
7/9/2015,Fasteners,4,4,2.69,3.95
7/9/2015,Machines,6,3,85.24,154.99
7/9/2015,Furnishings,4,2,80.97,90.98
7/9/2015,Labels,4,3,2.23,4.13
7/9/2015,Binders,4,3,14.02,28.03
7/9/2015,Art,6,4,11.71,19.84
7/9/2015,Binders,9,9,9.2,17.04
7/9/2015,Binders,9,6,3.71,7.28
7/9/2015,Storage,10,7,9.96,14.03
7/9/2015,Phones,5,3,76.49,89.99
7/9/2015,Appliances,4,2,85.11,24.32
7/10/2015,Binders,6,3,1.87,1.12
7/11/2015,Furnishings,8,7,36.23,41.4
7/11/2015,Binders,4,3,1.5,0.83
7/11/2015,Binders,5,4,2.81,1.62
7/11/2015,Chairs,8,8,51.83,42.69
7/11/2015,Art,6,5,2.06,2.22
7/11/2015,Furnishings,6,6,3.64,4.22
7/11/2015,Paper,4,3,5.49,9.99
7/11/2015,Binders,3,3,21.31,32.78
7/12/2015,Chairs,9,9,43.23,42.62
7/12/2015,Phones,2,2,65.89,74.24
7/12/2015,Phones,7,7,69.11,76.79
7/12/2015,Binders,5,2,2.46,0.96
7/12/2015,Art,3,3,2.07,2.3
7/12/2015,Furnishings,1,1,9.89,7.76
7/12/2015,Phones,7,4,152.43,164.79
7/13/2015,Binders,3,2,3.76,5.9
7/13/2015,Chairs,10,9,178.8,214.56
7/13/2015,Paper,4,2,2.64,4.98
7/13/2015,Binders,6,6,18.01,6.93
7/13/2015,Paper,9,6,3.37,6.48
7/16/2015,Chairs,9,6,261.31,224.78
7/16/2015,Chairs,3,3,207.13,233.38
7/16/2015,Paper,4,3,13.75,26.96
7/16/2015,Accessories,10,10,40.79,59.99
7/16/2015,Chairs,4,1,107.2,150.98
7/16/2015,Envelopes,11,9,8.24,15.25
7/16/2015,Fasteners,7,4,1.53,2.88
7/17/2015,Bookcases,5,2,104.63,97.73
7/17/2015,Bookcases,5,5,45.22,46.38
7/19/2015,Binders,4,1,3.38,2.03
7/20/2015,Storage,4,1,25.03,34.76
7/20/2015,Accessories,8,5,141.3,166.24
7/20/2015,Paper,8,5,2.9,5.28
7/20/2015,Envelopes,9,7,8.24,15.25
7/20/2015,Paper,3,2,25.92,48.91
7/20/2015,Storage,7,5,20.64,28.28
7/20/2015,Binders,8,5,1.47,0.58
7/20/2015,Bookcases,7,4,127.86,96.24
7/20/2015,Phones,4,2,70.07,76.79
7/20/2015,Bookcases,7,5,193.13,182.69
7/23/2015,Appliances,5,3,16.09,22.98
7/23/2015,Furnishings,6,3,26.19,42.94
7/25/2015,Binders,5,4,10.91,6.29
7/25/2015,Fasteners,3,2,4.47,4.71
7/25/2015,Paper,5,2,3.37,6.48
7/25/2015,Bookcases,5,5,129.7,140.98
7/25/2015,Chairs,4,2,266.74,280.78
7/26/2015,Tables,5,3,199.2,131.06
7/26/2015,Envelopes,3,2,44.48,83.93
7/30/2015,Accessories,7,7,16.79,29.99
7/30/2015,Furnishings,6,3,0.99,1.76
7/30/2015,Binders,5,3,2.28,3.64
7/30/2015,Storage,4,4,13.9,15.45
7/31/2015,Accessories,10,7,221.07,329.95
7/31/2015,Tables,9,7,197.38,155.83
7/31/2015,Paper,3,3,3.37,6.48
7/31/2015,Accessories,8,6,22.37,39.95
8/1/2015,Art,6,4,0.84,1.68
8/1/2015,Tables,8,6,196.81,167.5
8/2/2015,Binders,2,2,2.11,3.18
8/2/2015,Machines,3,2,258.26,279.2
8/6/2015,Paper,3,3,5.78,9.07
8/7/2015,Binders,4,1,2.19,3.3
8/8/2015,Binders,5,2,2.19,3.3
8/8/2015,Binders,5,2,2.28,3.64
8/8/2015,Chairs,3,1,133.93,144.78
8/9/2015,Art,3,1,1.23,2.2
8/9/2015,Tables,6,5,97.1,124.49
8/9/2015,Storage,1,1,21.76,21.98
8/9/2015,Phones,5,2,109.33,153.99
8/9/2015,Tables,12,9,59.55,42.53
8/9/2015,Storage,5,2,19.51,20.98
8/9/2015,Binders,5,2,380.49,608.78
8/9/2015,Furnishings,3,3,9.56,15.68
8/9/2015,Furnishings,5,2,1.6,3.08
8/9/2015,Phones,5,5,141.11,195.99
8/9/2015,Paper,6,3,24.91,47.9
8/9/2015,Fasteners,5,3,1.88,3.55
8/9/2015,Accessories,5,4,53.28,61.95
8/9/2015,Labels,4,2,1.47,2.3
8/10/2015,Labels,1,1,1.95,3.75
8/10/2015,Labels,6,4,5.38,10.35
8/10/2015,Art,5,3,5.76,9.93
8/13/2015,Art,7,5,7.52,10.16
8/13/2015,Binders,6,3,0.98,1.88
8/15/2015,Storage,3,2,130.86,161.55
8/16/2015,Art,2,1,2.04,2.3
8/16/2015,Phones,5,5,333.69,375.99
8/16/2015,Paper,9,8,25.92,39.13
8/16/2015,Labels,2,2,1.64,2.52
8/17/2015,Binders,9,9,3.19,5.8
8/21/2015,Chairs,5,3,167.74,181.34
8/21/2015,Paper,5,3,10.59,19.98
8/21/2015,Paper,7,4,3.05,5.98
8/21/2015,Paper,1,1,2.35,4.28
8/21/2015,Bookcases,7,6,91.98,97.73
8/21/2015,Storage,1,1,77.74,80.98
8/22/2015,Binders,9,6,5.64,8.35
8/22/2015,Art,5,4,2.23,4.13
8/23/2015,Supplies,4,4,7.23,7.92
8/23/2015,Paper,4,2,3.37,5.18
8/23/2015,Fasteners,10,8,1.22,1.5
8/23/2015,Appliances,3,2,9.66,2.88
8/23/2015,Appliances,5,3,130.31,180.98
8/23/2015,Labels,4,3,1.47,2.88
8/23/2015,Paper,8,5,19.77,38.76
8/23/2015,Paper,5,5,2.35,4.28
8/23/2015,Paper,3,2,24.47,48.94
8/23/2015,Accessories,9,9,22.67,27.99
8/23/2015,Appliances,3,3,6.38,8.62
8/24/2015,Storage,9,7,124.93,142.78
8/24/2015,Storage,16,14,61.42,51.72
8/24/2015,Tables,7,5,207.38,183.76
8/24/2015,Binders,3,3,2.32,0.91
8/24/2015,Tables,3,2,180.1,142.18
8/24/2015,Accessories,3,2,7.15,13
8/24/2015,Machines,7,7,237.6,440
8/24/2015,Accessories,4,4,15.39,19.99
8/24/2015,Phones,3,3,139.15,195.99
8/25/2015,Chairs,1,1,36.2,40.78
8/25/2015,Appliances,4,4,19.07,26.49
8/27/2015,Storage,6,3,130.86,161.55
8/27/2015,Supplies,5,3,7.91,10.98
8/27/2015,Paper,5,5,12.33,22.84
8/27/2015,Labels,3,1,1.6,3.08
8/28/2015,Copiers,6,5,384.99,559.99
8/31/2015,Paper,9,9,3.37,6.48
8/31/2015,Bookcases,7,7,193.13,221.83
8/31/2015,Binders,8,5,18.18,27.45
8/31/2015,Accessories,4,1,20.81,36.51
8/31/2015,Machines,3,3,52.99,79.99
9/1/2015,Binders,4,1,3.15,4.75
9/1/2015,Copiers,5,2,311.99,479.99
9/1/2015,Binders,4,4,2.47,3.59
9/1/2015,Binders,8,5,12.61,22.92
9/1/2015,Chairs,2,1,45.56,60.74
9/1/2015,Furnishings,5,2,48.5,62.18
9/1/2015,Storage,7,6,128.84,181.46
9/3/2015,Envelopes,7,7,19.74,28.71
9/3/2015,Storage,4,3,14.53,12.11
9/3/2015,Supplies,3,1,816.15,666.25
9/3/2015,Envelopes,7,6,5.47,8.75
9/3/2015,Storage,3,3,7.65,10.48
9/3/2015,Accessories,5,2,7.25,8.95
9/3/2015,Accessories,7,5,16.57,25.89
9/3/2015,Appliances,3,2,38.53,68.81
9/3/2015,Phones,2,1,75.37,100.49
9/3/2015,Storage,3,1,89.04,120.33
9/3/2015,Chairs,4,2,71.26,64.78
9/3/2015,Binders,2,2,2.11,3.18
9/4/2015,Paper,5,5,28.55,55.98
9/4/2015,Accessories,8,5,101.67,123.99
9/4/2015,Paper,2,2,1.16,2.18
9/4/2015,Envelopes,4,2,3.9,7.64
9/4/2015,Binders,2,2,8.3,4.88
9/4/2015,Accessories,6,3,42.55,44.79
9/5/2015,Bookcases,6,4,104.04,102.83
9/5/2015,Binders,9,6,3.17,4.79
9/5/2015,Bookcases,4,3,104.63,97.73
9/5/2015,Binders,8,5,8.3,3.25
9/5/2015,Supplies,12,9,9.31,7.68
9/5/2015,Binders,4,3,4.1,1.49
9/6/2015,Binders,4,2,1.98,3.05
9/6/2015,Furnishings,5,3,39,63.94
9/6/2015,Accessories,5,4,7.06,11.58
9/6/2015,Chairs,3,2,105.69,135.88
9/7/2015,Storage,9,7,93.11,95.99
9/7/2015,Chairs,2,2,24.78,23.76
9/7/2015,Storage,3,2,6.84,6.98
9/7/2015,Tables,6,3,13.86,9.14
9/10/2015,Supplies,4,4,12.49,12.88
9/10/2015,Paper,5,3,2.64,4.98
9/10/2015,Appliances,3,2,22.93,30.98
9/10/2015,Bookcases,4,2,139.35,180.98
9/10/2015,Paper,10,9,17.04,30.98
9/11/2015,Art,10,9,14.71,20.15
9/11/2015,Labels,4,3,1.47,2.88
9/12/2015,Copiers,5,2,209.99,239.99
9/12/2015,Labels,5,4,1.64,3.15
9/14/2015,Tables,7,5,158.82,182.55
9/14/2015,Tables,4,3,59.55,56.71
9/14/2015,Storage,6,3,88.03,89.83
9/14/2015,Storage,6,6,122.25,165.2
9/14/2015,Copiers,3,2,275,439.99
9/14/2015,Binders,9,9,0.94,1.44
9/15/2015,Paper,5,3,3.37,5.18
9/15/2015,Furnishings,6,4,3.29,3.93
9/15/2015,Storage,2,2,11.26,12.34
9/15/2015,Furnishings,3,1,58.07,55.97
9/15/2015,Storage,5,2,89.7,95.43
9/15/2015,Art,8,8,2.01,3.04
9/15/2015,Binders,4,3,16.64,26.62
9/15/2015,Bookcases,4,1,45.22,46.38
9/15/2015,Paper,4,2,3.37,6.48
9/15/2015,Tables,3,2,300.74,400.98
9/15/2015,Phones,6,3,19.99,19.99
9/15/2015,Chairs,10,7,107.2,150.98
9/17/2015,Bookcases,10,7,678.35,440.49
9/17/2015,Binders,4,2,8.34,4.81
9/17/2015,Furnishings,3,3,36.23,41.4
9/17/2015,Envelopes,2,2,1.08,1.63
9/17/2015,Art,7,6,12.77,14.38
9/17/2015,Binders,7,6,2.1,1.14
9/17/2015,Art,2,2,6.11,7.88
9/17/2015,Paper,7,5,3.37,6.48
9/17/2015,Furnishings,3,2,16.18,10.97
9/17/2015,Binders,5,3,5.6,2.2
9/17/2015,Tables,3,2,223.74,172.11
9/17/2015,Accessories,3,3,25.42,29.06
9/17/2015,Binders,4,3,5.74,8.34
9/18/2015,Paper,14,14,5.85,11.48
9/18/2015,Paper,4,4,2.54,4.98
9/18/2015,Supplies,5,2,2.56,3.65
9/18/2015,Storage,2,2,16.99,20.98
9/18/2015,Storage,8,7,90.98,90.98
9/18/2015,Phones,2,1,369.99,499.99
9/18/2015,Phones,8,7,133.19,179.99
9/18/2015,Binders,4,4,8.3,16.27
9/18/2015,Art,4,2,3.1,5.84
9/18/2015,Supplies,4,2,5.92,8.45
9/18/2015,Furnishings,3,2,7.08,12.2
9/19/2015,Bookcases,2,2,28.81,30.98
9/21/2015,Phones,7,7,118.29,135.19
9/21/2015,Accessories,3,3,39.69,50.4
9/21/2015,Furnishings,7,4,1.6,1.23
9/21/2015,Storage,7,6,25.3,33.29
9/21/2015,Chairs,7,4,150.38,150.38
9/21/2015,Fasteners,2,2,2.69,3.95
9/21/2015,Bookcases,5,4,40.81,48.58
9/21/2015,Art,3,1,18.45,25.99
9/21/2015,Furnishings,4,2,35.4,42.65
9/21/2015,Phones,5,2,221.21,294.95
9/21/2015,Chairs,3,3,133.93,180.98
9/22/2015,Furnishings,4,2,75.7,102.3
9/24/2015,Art,2,2,3.12,3.42
9/24/2015,Chairs,8,6,60.38,86.25
9/24/2015,Binders,5,4,2.1,3.81
9/24/2015,Chairs,10,10,101.38,140.81
9/24/2015,Phones,8,6,101.37,136.99
9/25/2015,Tables,5,3,268.12,348.21
9/25/2015,Accessories,6,4,11.03,15.99
9/25/2015,Binders,6,3,2.46,4.82
9/25/2015,Phones,3,2,26.25,52.49
9/25/2015,Envelopes,4,2,4.63,8.74
9/26/2015,Binders,7,5,1.1,0.42
9/26/2015,Phones,10,7,105.47,159.2
9/26/2015,Paper,5,5,18.78,28.35
9/26/2015,Accessories,6,5,38.37,47.96
9/26/2015,Paper,9,6,3.37,5.18
9/26/2015,Paper,5,4,13.75,21.57
9/26/2015,Binders,5,2,60.49,36.29
9/26/2015,Appliances,5,2,23.13,30.34
9/26/2015,Binders,12,9,15.12,8.56
9/26/2015,Storage,6,6,20.23,19.98
9/26/2015,Phones,7,5,48.17,52.79
9/26/2015,Storage,6,4,112.5,90.91
9/26/2015,Binders,8,6,37,20.18
9/26/2015,Phones,3,1,55.07,45.89
9/26/2015,Storage,4,3,15.19,21.39
9/26/2015,Envelopes,2,2,32.98,62.23
9/26/2015,Accessories,3,2,19,25
9/27/2015,Binders,5,2,18.85,7.54
9/27/2015,Furnishings,6,3,12.35,8.1
9/28/2015,Appliances,6,3,9.66,14.42
9/28/2015,Appliances,2,2,14.16,21.78
10/1/2015,Storage,4,4,30.5,34.86
10/2/2015,Binders,6,6,6.23,9.58
10/2/2015,Paper,6,5,9.86,18.97
10/2/2015,Envelopes,4,4,7.03,12.78
10/2/2015,Accessories,4,1,57.6,90
10/2/2015,Storage,14,14,13.9,19.31
10/3/2015,Binders,5,5,10.9,6.41
10/3/2015,Accessories,5,2,13.35,12
10/3/2015,Bookcases,2,1,51.11,35.49
10/3/2015,Accessories,4,2,23.69,23.99
10/3/2015,Storage,4,2,6.75,7.5
10/3/2015,Bookcases,4,2,51.11,60.33
10/4/2015,Chairs,4,3,116.57,130.98
10/4/2015,Storage,2,2,9.98,13.48
10/4/2015,Furnishings,5,3,19.48,21.65
10/4/2015,Paper,4,4,3.37,5.18
10/5/2015,Art,4,4,8.32,11.55
10/5/2015,Appliances,3,2,9.66,14.42
10/5/2015,Storage,8,5,11.17,15.51
10/9/2015,Storage,4,2,11.26,15.42
10/9/2015,Phones,4,4,82.15,157.99
10/9/2015,Paper,5,4,3.29,5.98
10/10/2015,Paper,10,7,3.37,6.48
10/11/2015,Tables,7,5,268.12,191.52
10/11/2015,Storage,3,2,9.93,11.18
10/12/2015,Bookcases,7,4,196.69,224.78
10/12/2015,Phones,8,6,8.61,11.96
10/12/2015,Paper,11,8,3.37,6.48
10/12/2015,Bookcases,6,3,193.13,208.78
10/12/2015,Art,6,5,2.67,3.98
10/12/2015,Tables,2,1,223.65,209.67
10/12/2015,Phones,3,3,33.48,45.24
10/12/2015,Binders,4,2,3.45,6.28
10/12/2015,Phones,5,4,48.17,65.99
10/13/2015,Phones,7,7,8.61,11.96
10/13/2015,Chairs,3,3,70.07,95.98
10/15/2015,Accessories,8,5,54.39,67.99
10/15/2015,Accessories,5,3,73.67,87.96
10/15/2015,Chairs,6,5,560.78,490.69
10/15/2015,Furnishings,3,2,5.48,8.57
10/17/2015,Storage,4,2,36.99,38.94
10/19/2015,Paper,6,3,5.74,11.48
10/19/2015,Binders,7,6,3.45,6.38
10/19/2015,Phones,5,5,20.99,29.99
10/22/2015,Binders,6,4,3.24,1.29
10/23/2015,Accessories,10,9,9.39,16.48
10/23/2015,Chairs,1,1,213.7,240.78
10/23/2015,Chairs,9,7,25.02,27.42
10/23/2015,Paper,4,2,2.95,5.78
10/23/2015,Envelopes,4,4,1.53,2.95
10/23/2015,Chairs,6,3,266.74,280.78
10/23/2015,Phones,8,7,9.89,7.99
10/23/2015,Art,4,2,4.21,5.34
10/23/2015,Phones,5,2,5.39,5.91
10/23/2015,Binders,4,1,2.47,3.59
10/25/2015,Art,4,3,14.71,20.15
10/25/2015,Tables,4,3,94.94,84.39
10/26/2015,Labels,2,2,1.56,2.88
10/28/2015,Envelopes,1,1,5.76,10.67
10/28/2015,Storage,6,3,8.91,12.21
10/28/2015,Furnishings,7,5,2.99,4.82
10/28/2015,Furnishings,9,7,2.89,4.73
10/30/2015,Phones,4,2,112.46,149.95
10/30/2015,Machines,5,2,52.99,30
10/30/2015,Copiers,1,1,275,439.99
10/30/2015,Phones,5,5,11.43,17.59
10/30/2015,Furnishings,4,4,2.95,3.87
10/31/2015,Envelopes,9,7,1.08,2.04
10/31/2015,Supplies,5,4,12.27,17.53
10/31/2015,Art,2,2,1.03,1.39
10/31/2015,Envelopes,3,2,21.99,39.98
10/31/2015,Binders,3,2,3.22,4.86
10/31/2015,Envelopes,7,5,1.53,2.95
10/31/2015,Binders,6,5,4.1,5.96
10/31/2015,Labels,16,14,16.49,30.53
10/31/2015,Paper,1,1,10.59,19.98
10/31/2015,Binders,6,3,91.29,132.78
10/31/2015,Art,3,3,1.26,1.68
10/31/2015,Fasteners,7,5,1.88,3.49
10/31/2015,Chairs,5,4,75.74,80.78
10/31/2015,Supplies,4,3,7.23,9.9
10/31/2015,Phones,4,4,287.51,323.96
10/31/2015,Storage,3,2,17.1,23.42
10/31/2015,Bookcases,1,1,405.79,425.83
11/1/2015,Accessories,2,2,19.23,17.68
11/1/2015,Fasteners,2,2,1.94,1.58
11/1/2015,Phones,3,1,3.61,4.95
11/1/2015,Paper,6,4,1.83,3.38
11/1/2015,Furnishings,7,5,30.64,51.94
11/1/2015,Phones,3,1,41.66,42.95
11/1/2015,Accessories,8,7,113.99,199.99
11/1/2015,Phones,4,4,94.49,125.99
11/1/2015,Art,4,1,6.11,7.88
11/2/2015,Tables,5,5,197.38,207.77
11/2/2015,Accessories,12,9,44.3,49.77
11/3/2015,Phones,10,7,158.1,173.26
11/3/2015,Accessories,6,3,17.39,29.99
11/3/2015,Furnishings,4,3,8.66,14.2
11/3/2015,Envelopes,3,2,2.23,3.3
11/5/2015,Chairs,5,3,60.38,69
11/5/2015,Appliances,4,4,90.74,96.78
11/5/2015,Binders,6,6,2.75,4.22
11/5/2015,Labels,9,6,2.23,3.3
11/6/2015,Envelopes,4,3,1.53,2.36
11/6/2015,Binders,5,3,2.64,1.47
11/7/2015,Chairs,1,1,178.8,190.72
11/7/2015,Fasteners,7,7,3.67,3.74
11/7/2015,Paper,3,2,1.93,3.65
11/8/2015,Art,5,5,1.65,2.33
11/8/2015,Fasteners,1,1,2.6,5
11/8/2015,Accessories,6,3,101.67,123.99
11/8/2015,Fasteners,5,3,1.61,1.68
11/8/2015,Paper,4,3,17.04,30.98
11/8/2015,Furnishings,6,3,14.89,22.23
11/8/2015,Binders,7,5,12.61,18.34
11/8/2015,Binders,11,11,3.15,4.75
11/8/2015,Paper,5,3,3.29,5.98
11/8/2015,Binders,9,6,4.63,1.75
11/9/2015,Paper,5,3,2.41,3.78
11/9/2015,Binders,3,3,3.1,5.74
11/9/2015,Tables,7,7,115.61,146.34
11/9/2015,Envelopes,3,3,4.63,8.74
11/9/2015,Paper,4,3,2.95,5.78
11/10/2015,Accessories,2,2,22.37,39.95
11/12/2015,Paper,6,5,1.73,3.14
11/12/2015,Art,7,5,2.09,2.35
11/12/2015,Binders,4,2,4.63,2.62
11/12/2015,Binders,6,3,2.8,1.55
11/12/2015,Chairs,7,5,119.19,104.78
11/12/2015,Phones,2,1,90.71,100.79
11/12/2015,Chairs,3,3,43.23,48.71
11/13/2015,Accessories,8,6,44.3,39.82
11/13/2015,Furnishings,5,3,35.4,34.12
11/13/2015,Binders,5,3,20.9,12.29
11/13/2015,Paper,6,3,24.98,38.43
11/13/2015,Phones,5,3,94.49,125.99
11/13/2015,Paper,8,7,3.2,6.04
11/13/2015,Bookcases,4,3,80.99,99.99
11/13/2015,Phones,5,2,23.39,44.99
11/14/2015,Accessories,2,2,17.67,18.8
11/14/2015,Accessories,4,2,17.97,29.95
11/14/2015,Paper,6,5,4.07,7.4
11/14/2015,Envelopes,5,2,8.49,16.98
11/14/2015,Appliances,6,3,167.98,275.37
11/14/2015,Furnishings,6,3,16.5,25.38
11/14/2015,Binders,4,2,5.29,9.98
11/14/2015,Accessories,5,2,24.59,23.99
11/15/2015,Storage,10,9,26.07,27.81
11/15/2015,Binders,6,3,9.47,3.79
11/15/2015,Supplies,8,5,2.09,1.74
11/16/2015,Appliances,6,5,76.39,104.65
11/16/2015,Paper,12,9,10.59,19.98
11/16/2015,Furnishings,8,6,18.25,30.93
11/16/2015,Tables,6,3,59.24,71.37
11/16/2015,Accessories,7,4,192.49,249.99
11/16/2015,Tables,3,3,180.82,217.85
11/16/2015,Tables,4,2,268.12,348.21
11/16/2015,Phones,4,3,93.97,101.59
11/17/2015,Supplies,6,5,7.57,8.18
11/19/2015,Furnishings,2,2,59.62,70.98
11/20/2015,Art,5,3,14.71,20.15
11/20/2015,Art,5,4,2.04,2.88
11/20/2015,Bookcases,6,4,44.19,46.51
11/20/2015,Art,9,7,2.06,2.78
11/20/2015,Paper,4,3,3.54,6.55
11/20/2015,Phones,9,7,12.6,10.39
11/20/2015,Chairs,3,3,178.8,190.72
11/21/2015,Chairs,7,7,58.31,56.69
11/21/2015,Supplies,8,5,3.93,3.18
11/21/2015,Bookcases,4,2,50.4,70.98
11/21/2015,Binders,5,4,10.73,16.51
11/21/2015,Bookcases,3,2,161.07,123.07
11/21/2015,Labels,5,2,3.87,5.85
11/21/2015,Copiers,4,1,275,439.99
11/22/2015,Appliances,6,5,38.53,13.76
11/22/2015,Binders,6,3,2.12,0.85
11/22/2015,Binders,5,2,10.45,5.81
11/22/2015,Tables,4,2,119.74,103.48
11/22/2015,Paper,3,3,2.64,4.98
11/22/2015,Accessories,7,4,7.13,6.79
11/22/2015,Binders,5,2,2.5,1.47
11/22/2015,Fasteners,7,6,6.08,9.18
11/23/2015,Paper,6,4,54.52,83.88
11/23/2015,Binders,2,2,32.28,11.96
11/23/2015,Storage,2,2,12.34,13.53
